Age,Weight,Height,BMI,Goal,Recommended_Level
47,100.65502350799696,169.5488050416784,35.01434350716211,flexibility,Beginner
58,72.13472584210805,180.8673610342563,22.05078127900242,flexibility,Beginner
49,101.79699143028608,159.74132063977285,39.893340298365835,weight_loss,Beginner
57,95.2313445233219,168.57447374728076,33.51168698078978,muscle_gain,Beginner
45,54.83936417601937,160.39985953504308,21.31495615062966,muscle_gain,Advanced
19,93.31487490895668,194.7647983921676,24.599707709477514,flexibility,Advanced
57,80.98500225854137,193.97139090428948,21.524310019497918,endurance,Beginner
50,115.6762916115033,185.65671926320883,33.56008204370639,muscle_gain,Beginner
31,104.09524608350463,192.98138911363,27.95117310131395,muscle_gain,Intermediate
60,117.96459342125907,191.27845149252448,32.24182234636418,flexibility,Beginner
49,103.22833018235006,179.71593407790985,31.96139550404146,flexibility,Beginner
43,66.38471967520675,175.3950243252895,21.579112926459846,weight_loss,Beginner
59,65.80750332666796,173.4659878051431,21.869897484821198,weight_loss,Beginner
58,88.91894659319186,198.90454871823653,22.475267993986623,muscle_gain,Beginner
62,51.22239952780569,185.0111316131909,14.964568558127528,muscle_gain,Beginner
55,110.77019088935164,156.26968078960957,45.360042633999484,flexibility,Beginner
59,54.12272275567874,159.53444108916258,21.265261431241246,endurance,Beginner
37,99.55443573227504,181.56580331285232,30.198995974594453,weight_loss,Beginner
63,76.08106455075438,181.93384376794302,22.985268993735392,flexibility,Beginner
36,80.062463177456,171.17175205930826,27.325288465199648,flexibility,Intermediate
54,96.16847425466908,175.80123836699943,31.116365625409703,muscle_gain,Beginner
52,113.22355141185247,166.61969006667698,40.783465690878664,flexibility,Beginner
21,61.74621464089954,153.98934494908391,26.039281413918545,weight_loss,Intermediate
62,54.85462644013171,172.19166339415048,18.50073655949312,flexibility,Beginner
43,62.630308937847474,165.2684151218181,22.93004089394537,muscle_gain,Beginner
21,116.91034333883663,154.2194063521953,49.15581282738653,muscle_gain,Beginner
61,61.04971754301382,158.5818389247585,24.27597936425638,endurance,Beginner
54,109.10361661630495,197.69075739506945,27.916850217380944,muscle_gain,Beginner
57,73.70922576094185,163.0183043595101,27.73633706416586,flexibility,Beginner
45,64.17135451492457,171.61154144148014,21.78954802707228,endurance,Advanced
33,118.76734838387662,160.60387398252143,46.045270302922745,muscle_gain,Beginner
56,103.51731872469504,162.2735949319771,39.311290382988815,muscle_gain,Beginner
21,78.43063706613387,186.9322211926525,22.444886302779548,endurance,Advanced
46,111.41944003510501,167.66956923650764,39.63259180662611,flexibility,Beginner
28,66.41998555839555,195.42306803629793,17.391903716797618,muscle_gain,Beginner
42,78.86757234629974,191.00340692435725,21.61803647170691,weight_loss,Advanced
48,78.90087463884282,171.69211507378583,26.765854700852362,muscle_gain,Intermediate
63,81.65634155576346,164.55363714533615,30.15608413884599,weight_loss,Beginner
42,93.99677185757349,162.4878253479272,35.60174507656719,endurance,Beginner
19,100.00715825764365,179.92232260107335,30.893064370777946,muscle_gain,Beginner
52,117.17513556771877,162.98092244595352,44.112525420035766,muscle_gain,Beginner
60,90.88085146662158,170.04339344391622,31.430613681943033,muscle_gain,Beginner
56,109.55002030288883,153.34252465806452,46.5894135584724,muscle_gain,Beginner
63,117.89204119626146,159.37665719403012,46.41251045039959,muscle_gain,Beginner
39,101.02563681314734,196.30098914151574,26.217218932075976,muscle_gain,Advanced
43,79.04951884219389,168.79240232730018,27.745556642517023,endurance,Intermediate
57,111.2671857094627,155.3968206062758,46.07685682365561,flexibility,Beginner
53,113.40032046712238,170.21518698790825,39.13971594158845,weight_loss,Beginner
33,101.13317821142303,175.00514795755166,33.02113581215372,flexibility,Beginner
33,79.02362146948914,156.5834151744104,32.23037855256516,muscle_gain,Beginner
37,72.67880053587238,159.2899790365038,28.64381374193482,muscle_gain,Advanced
39,77.64698546456596,178.9150186927618,24.256660132655636,weight_loss,Intermediate
49,110.48393059911452,154.26472371654356,46.42649152150143,weight_loss,Beginner
47,60.48897182982543,159.161141643897,23.87822891325172,muscle_gain,Beginner
60,93.32925982232108,196.26890565028486,24.227846844454916,endurance,Beginner
54,114.4005088795103,160.4917299835462,44.41428135411469,weight_loss,Beginner
31,114.41854031875168,180.64259177738677,35.063566762501644,endurance,Beginner
56,105.76830303757386,180.36940957064908,32.510958164934884,flexibility,Beginner
23,57.3143763192211,198.00033073707186,14.619473738665569,endurance,Advanced
20,100.94166923701283,177.63044124039422,31.991580255829433,flexibility,Beginner
65,104.78035732595714,155.81508977310637,43.157953890952314,weight_loss,Beginner
61,59.80245801017408,177.92563080050132,18.890437071144284,muscle_gain,Beginner
60,61.557770880426354,199.46702075498382,15.471794296934192,flexibility,Beginner
48,53.67431458469652,156.75572848562683,21.843371190683126,weight_loss,Advanced
31,100.64864357555234,167.21172739589127,35.99767564978436,weight_loss,Beginner
50,78.1854392580119,158.88201820159463,30.972508785230023,muscle_gain,Beginner
36,113.96628373336364,186.1056359298255,32.90465459084483,flexibility,Beginner
64,115.77941744626732,179.76951277101307,35.826078843666586,weight_loss,Beginner
32,87.89914909592643,153.62020482444385,37.246716320814286,flexibility,Beginner
56,76.70556750791823,193.73472987060916,20.436754332063003,flexibility,Beginner
52,94.13140207479981,159.42518181364318,37.035710922540034,endurance,Beginner
29,92.64565395149961,169.0816310894682,32.40650487395109,muscle_gain,Beginner
27,110.80758048691986,170.2032883715712,38.250188437335986,muscle_gain,Beginner
38,68.49758183858765,165.3281712976354,25.060025921282488,endurance,Advanced
35,67.9133727780962,183.6784005117034,20.129784317725875,endurance,Intermediate
53,73.90491550240228,156.3664742698931,30.226372981305836,muscle_gain,Beginner
49,78.65193248210204,186.79956966030565,22.540194276033755,endurance,Advanced
24,113.72757465179346,160.75230857112524,44.00999714368871,weight_loss,Beginner
54,71.37078333569414,194.77860520529933,18.812129525686654,endurance,Beginner
25,113.4888635788974,160.99934093533417,43.782953101219256,weight_loss,Beginner
35,67.43030569850225,169.93264092529327,23.35078660019604,flexibility,Advanced
44,102.13137224628144,177.18471259012955,32.531693376689255,muscle_gain,Beginner
51,109.50153878171804,150.75226890939405,48.18285254005569,weight_loss,Beginner
61,58.5349318847077,185.71389608329815,16.971737854907207,weight_loss,Beginner
29,110.79858357545743,167.8513484871853,39.32643142048835,flexibility,Beginner
22,81.49413996577084,156.82915829352748,33.13391529620048,flexibility,Beginner
49,77.57659852550401,173.5233993184496,25.764080029386932,flexibility,Advanced
25,63.99553280563436,191.00414029037253,17.541393724036357,weight_loss,Intermediate
62,71.56293177706742,189.5853714317113,19.91033085318912,flexibility,Beginner
56,84.45622951139643,157.9316513191748,33.860497603015915,muscle_gain,Beginner
62,93.36720336374148,196.70704350554763,24.129844795232927,flexibility,Beginner
53,97.12775873177497,194.71541300652765,25.617851687485746,flexibility,Beginner
32,77.04713432587243,170.0618244947724,26.64052764001617,endurance,Beginner
20,118.2966025453501,193.93005814894804,31.454444271986578,endurance,Beginner
31,54.684840585634994,176.72233227713602,17.50991675947859,endurance,Intermediate
43,108.45182580660507,192.7474107085936,29.19172523371284,flexibility,Intermediate
29,118.33746463275266,154.58518131460784,49.52067330976098,flexibility,Beginner
41,51.105282694097696,196.73550383461892,13.203841769618816,weight_loss,Advanced
38,110.6983521579588,168.2617418511446,39.09942720930806,endurance,Beginner
35,94.80415945913006,156.37913989565104,38.76767462823465,muscle_gain,Beginner
58,105.87286696671791,169.32333131458475,36.92759848014028,flexibility,Beginner
43,71.12176544805602,192.94880035144914,19.10373843092971,weight_loss,Beginner
56,116.24188894282655,161.58229117987594,44.52204812153903,weight_loss,Beginner
48,94.42061007854315,164.82216910577938,34.756461215935666,muscle_gain,Beginner
63,92.91805550407467,189.8311477780672,25.784883022340615,muscle_gain,Beginner
34,66.79920929038683,150.7781354900067,29.382895096460864,muscle_gain,Beginner
26,112.51708383242368,184.6893650926874,32.98638253999718,weight_loss,Beginner
43,83.18154949978083,198.05172496289944,21.206536653427065,flexibility,Intermediate
39,110.03512778763451,151.74513211883408,47.7861251270126,endurance,Beginner
34,89.75744467930969,176.9172499387221,28.67676254564717,endurance,Advanced
48,73.9086278483832,157.0518246388317,29.964647052759194,weight_loss,Beginner
40,67.57527892515475,193.5878173582933,18.03149768024383,endurance,Advanced
19,88.2230805917147,161.58992066726427,33.78731517611242,flexibility,Beginner
54,114.5573883463311,164.13399441260717,42.523208575540195,endurance,Beginner
28,74.41648123963454,158.18433155556096,29.740084861197285,endurance,Advanced
59,69.71190040909065,195.34982766911497,18.267573241681898,muscle_gain,Beginner
41,64.2389335805879,170.1940360105562,22.177349872018294,flexibility,Intermediate
47,85.5923832076237,161.62467943811447,32.765723787181656,weight_loss,Beginner
33,115.65502652591451,174.46123766185832,37.998514107202894,muscle_gain,Beginner
21,53.27937050304958,154.17839471199207,22.413622130695135,weight_loss,Advanced
46,61.45477431230857,164.35366706516086,22.750808300035224,flexibility,Intermediate
56,76.35110017915753,185.38776214474922,22.21535079144895,endurance,Beginner
19,103.26102823071633,194.76729163513258,27.22102001933424,weight_loss,Beginner
41,87.42723111652779,177.17615021936652,27.850705595195745,weight_loss,Intermediate
43,51.13786104177614,163.59617567127293,19.10716546273432,weight_loss,Intermediate
36,79.83413358408572,153.69814976082407,33.79491337039816,muscle_gain,Beginner
39,114.35234626248864,198.75974629831228,28.945976977872412,flexibility,Beginner
50,109.12423568591421,174.02888362653152,36.031185072982375,weight_loss,Beginner
32,76.66479525064275,180.57154775495812,23.5124204375658,muscle_gain,Advanced
30,58.37966694611118,151.3241119952902,25.494432253519978,flexibility,Intermediate
48,110.9796847202463,188.5933808842039,31.202586403916946,weight_loss,Beginner
48,74.34680796274876,181.56115002422067,22.553631339384875,muscle_gain,Advanced
37,110.61778950502841,186.02544127429425,31.965410706139686,flexibility,Beginner
30,91.4047240722823,171.24358056939184,31.17023251618318,weight_loss,Beginner
53,84.78975577704739,199.2910232233547,21.348526771332118,flexibility,Beginner
24,103.17112399907975,199.73498124946764,25.86127281272759,weight_loss,Advanced
55,73.90728725676226,175.1737844142202,24.085132341440495,weight_loss,Beginner
44,91.19352490972955,168.96325135559664,31.94327841307196,flexibility,Beginner
18,57.89071627428494,173.93430846173064,19.135438262143644,muscle_gain,Beginner
63,72.3778115417224,164.0588791581587,26.890938972134183,weight_loss,Beginner
30,70.45102100750671,180.86673729733326,21.536240025872534,muscle_gain,Intermediate
33,50.04483459816644,182.25969769646107,15.065306336964607,flexibility,Beginner
40,87.06874888230811,158.22682770390216,34.77779650997316,weight_loss,Beginner
47,89.12791274178852,165.6165563791475,32.49422890890282,flexibility,Beginner
62,65.68380997881651,191.94301055067146,17.828455916254637,weight_loss,Beginner
59,102.77482736017694,181.62205699876566,31.15656535707477,endurance,Beginner
60,112.73195726998958,170.25754099240783,38.88967681740907,flexibility,Beginner
33,76.1751357931655,189.33058182766868,21.250624534546457,endurance,Advanced
44,69.95945990317385,192.8123817963355,18.818136267885578,weight_loss,Advanced
42,101.1775477574488,181.0367549760118,30.870995634173,weight_loss,Beginner
27,92.55130707467626,191.93537490866942,25.123058282285797,flexibility,Beginner
50,55.96539685636945,194.32492857652466,14.820489711838594,flexibility,Beginner
52,72.15565541305108,168.3700359118726,25.45310486818764,endurance,Beginner
47,100.2410407686931,183.6227910277251,29.729828132191262,flexibility,Beginner
37,95.01468488409594,165.66668760314906,34.61946519432735,flexibility,Beginner
39,93.11967432695582,192.40349076334846,25.154492176151955,endurance,Advanced
19,54.21153108654687,198.92717536289047,13.699459765394964,endurance,Intermediate
19,86.45908707137923,155.2204407267346,35.88498929646306,endurance,Beginner
23,60.102209484349935,171.36027344827892,20.467751938811826,muscle_gain,Advanced
36,59.22540803079867,175.06523620278227,19.324498551848137,endurance,Intermediate
50,83.90001136599315,172.06621466791816,28.338105341473018,endurance,Intermediate
39,89.66576444639674,168.0301244670165,31.7579424404077,weight_loss,Beginner
41,114.73630402869834,163.22293154791245,43.066393928639535,endurance,Beginner
28,75.77545279892102,171.14729088077317,25.869526645645372,muscle_gain,Beginner
24,80.41355904831133,153.74442616336356,34.01970351654898,endurance,Beginner
60,89.88963930354308,188.47801721759737,25.30394465522684,muscle_gain,Beginner
25,75.99604247534964,165.68818772233027,27.682663994484024,endurance,Beginner
54,92.13597416005797,173.6641800293417,30.549825352365424,muscle_gain,Beginner
22,108.9235792869132,190.62487161651453,29.975247360500997,flexibility,Intermediate
62,108.98395856825243,167.99679244199973,38.61540542207003,endurance,Beginner
20,77.12635174101467,166.56443339284144,27.799580672637052,endurance,Advanced
35,118.21673311031724,165.81711519650926,42.99522669031076,endurance,Beginner
47,97.93333786746447,165.1002005118048,35.92819137947529,weight_loss,Beginner
25,114.55355351332851,177.53550846909013,36.34445067560001,flexibility,Beginner
42,92.2248879596657,150.3234830392492,40.81262007986841,flexibility,Beginner
49,94.52575373838242,196.7333529636257,24.422727371860624,weight_loss,Intermediate
28,56.78418321355414,175.7604436354733,18.38167583805988,endurance,Advanced
29,97.8917457473257,158.34885078207637,39.040578276620884,weight_loss,Beginner
52,83.48609399603563,155.20583804250504,34.6575641848488,weight_loss,Beginner
64,87.7366366780093,189.72969785562896,24.373076510951357,endurance,Beginner
46,95.2638253567043,154.7616322329003,39.774196395757286,muscle_gain,Beginner
58,108.70366266158396,174.0142866755026,35.89833998042993,weight_loss,Beginner
52,64.31974227659465,172.24315008183464,21.680054845617857,flexibility,Beginner
22,66.4579213263916,166.6710734349496,23.92358655234666,endurance,Intermediate
59,95.2225658724401,151.52146208264833,41.475494734488706,flexibility,Beginner
61,104.16012840149698,169.46724627982007,36.26853066507158,flexibility,Beginner
50,80.46469878821729,156.9391257300434,32.669533421008815,endurance,Beginner
52,114.02573623360385,188.54781444556758,32.07449887398585,muscle_gain,Beginner
31,115.63820317325366,154.23597157063688,48.610488759207556,muscle_gain,Beginner
46,100.59989096870655,199.2422575005338,25.34163330530872,weight_loss,Beginner
39,57.05225726673202,150.13525565750652,25.310892320561635,endurance,Intermediate
36,99.52126160380652,161.22619958243862,38.28640939718381,endurance,Beginner
64,107.39765879028276,153.07042348795005,45.836584266862964,muscle_gain,Beginner
65,64.24946592719468,188.6380540891784,18.05555765614661,flexibility,Beginner
41,75.86427805759865,195.71992231464142,19.804654023308487,muscle_gain,Beginner
42,119.03321088265237,169.09204013526264,41.631477153311145,flexibility,Beginner
36,86.26296991234108,187.4424149670822,24.55210112823853,endurance,Intermediate
63,118.33957475656446,160.14178276606958,46.144578829018954,weight_loss,Beginner
39,66.27376524948004,183.57357537235174,19.66623896743299,weight_loss,Advanced
28,71.65912558495054,169.0360257256612,25.079158363899516,endurance,Intermediate
56,108.19650752583289,197.17871384631377,27.828716944317254,endurance,Beginner
59,67.01975957494464,194.78272372675033,17.664526337441412,weight_loss,Beginner
26,101.82739320924681,175.66808103937976,32.99733847025706,muscle_gain,Beginner
28,77.50350895059918,184.37826363931418,22.798271644663597,weight_loss,Advanced
61,88.32587444895303,188.6580707681604,24.816307836921208,endurance,Beginner
18,103.94142045040658,166.31822622207525,37.57586252900997,weight_loss,Beginner
32,70.3790336484774,193.01646357363524,18.890984464078844,weight_loss,Advanced
53,80.72863847773665,180.27975999300253,24.83897586794079,endurance,Beginner
21,83.54561603157228,156.81750429491655,33.973054034614506,flexibility,Beginner
49,53.43813767318277,184.8977378937422,15.631048792969832,endurance,Advanced
22,67.29025483563795,172.90272862919863,22.50859976747884,weight_loss,Advanced
60,55.929867341998204,167.94449715017709,19.82952140861053,flexibility,Beginner
28,68.0776288407562,165.15552305637993,24.958484854970976,flexibility,Intermediate
23,75.02644788502911,157.6044614037539,30.204897828177934,endurance,Beginner
56,110.58157200731742,156.24924003253747,45.294652500640936,weight_loss,Beginner
43,96.3613008102866,186.08517059807073,27.827816067542233,flexibility,Advanced
47,101.85229055930563,165.2173592567088,37.31293809439565,endurance,Beginner
38,54.19495568581875,175.1573613501937,17.664529614949952,muscle_gain,Beginner
33,78.82398922717798,162.28220061537783,29.930683452017657,endurance,Advanced
47,104.45938590334373,154.87415600694214,43.55014075595671,endurance,Beginner
62,97.66511217989682,195.84043092518587,25.464475838514655,flexibility,Beginner
32,81.40324064835421,156.14392405789658,33.38808539090144,weight_loss,Beginner
18,86.30309584610599,154.64539074931267,36.08713584049681,muscle_gain,Beginner
35,113.68184566998758,153.47686811806875,48.26199377535604,weight_loss,Beginner
44,111.309162458119,192.14206750812374,30.149908319220668,endurance,Beginner
65,107.44650524343528,194.65457617515676,28.3571811928702,endurance,Beginner
29,107.06792713485987,187.91760695296173,30.319668468518103,flexibility,Beginner
33,59.4137918165735,163.02097824684324,22.356318096797143,weight_loss,Advanced
19,81.39444346018047,162.21592552312805,30.93198425744384,flexibility,Beginner
26,64.47820740646529,157.6704057628062,25.93657253175249,endurance,Beginner
32,94.44076672606788,196.90234530749453,24.358903008828555,weight_loss,Advanced
43,85.47735466093155,155.79383813544888,35.216850992636644,flexibility,Beginner
47,103.38302440027681,161.81106146851505,39.485061550324865,muscle_gain,Beginner
42,66.90498348838528,160.76193254153318,25.887614413553894,muscle_gain,Intermediate
18,115.92276203894414,193.31681511830956,31.01911888046156,muscle_gain,Beginner
51,59.6164829504719,161.69932202462505,22.80079308602725,weight_loss,Beginner
31,81.10095700195097,197.37440502129775,20.818254397084324,endurance,Advanced
20,109.94386681272495,151.37657363958755,47.97927327611677,flexibility,Beginner
25,101.9287749194551,184.05991261375044,30.086965044582772,endurance,Beginner
29,66.84795884156287,191.0980105091566,18.305256530915656,weight_loss,Beginner
51,73.4503389993491,177.70402661673893,23.25944069205221,muscle_gain,Beginner
65,119.54627534641396,154.41345951598043,50.137854224743755,weight_loss,Beginner
33,117.01899570026009,193.83858575862314,31.144108337055794,muscle_gain,Beginner
55,92.10300744845316,162.88283537199797,34.71547965247504,endurance,Beginner
59,74.66346169045607,160.331408070896,29.044968399794246,endurance,Beginner
49,119.6429631424934,154.53139352435653,50.10184493830914,endurance,Beginner
51,116.6632970601978,180.97085861028143,35.621889508413936,muscle_gain,Beginner
22,88.7748658805171,154.95979350569755,36.970214205187474,endurance,Beginner
57,70.9652590086106,193.77886139744854,18.898746198217324,weight_loss,Beginner
21,73.81186196690146,181.75075557145854,22.344657952647292,muscle_gain,Advanced
31,79.5282613883947,170.3762626403952,27.397019161545344,weight_loss,Intermediate
35,116.89656967054117,184.71655468482479,34.26021845467805,endurance,Beginner
32,54.69554849930709,182.9884212307549,16.3344592390662,weight_loss,Advanced
47,65.93088244374735,195.08056352985244,17.324507030945792,muscle_gain,Beginner
51,51.58675824094867,171.5064917275455,17.537880669732363,flexibility,Beginner
57,81.63994148669299,189.23453041443295,22.798270967173757,muscle_gain,Beginner
62,113.15642210447018,180.4419477387075,34.75395179115051,weight_loss,Beginner
37,60.817555211060636,183.12688255890822,18.135300386159997,endurance,Intermediate
27,95.8745185859506,188.93704970603085,26.85770734990642,weight_loss,Advanced
63,103.74614277271459,176.8344394347519,33.17708754448495,weight_loss,Beginner
28,63.389271230752264,165.41256205541026,23.167479210000412,weight_loss,Advanced
50,80.1495931876085,164.12192569423974,29.75555905315625,muscle_gain,Advanced
26,76.03783448813901,198.78044605135682,19.2434270723295,flexibility,Advanced
52,113.70695461479471,154.9472495825699,47.36082782214395,muscle_gain,Beginner
24,69.97356327848823,163.89068988179037,26.051061456711576,endurance,Beginner
39,68.49450840742092,188.3241917935849,19.31272375274656,endurance,Intermediate
35,82.55170978479833,193.96463752075672,21.942239664763697,flexibility,Intermediate
23,77.73107491084849,172.68359970835235,26.067086130478994,muscle_gain,Beginner
19,92.75124813855484,170.17853926523955,32.026551609726546,flexibility,Beginner
35,96.5740168636558,156.39541894676978,39.483190577235426,muscle_gain,Beginner
50,107.93098243286764,157.04184483433016,43.76383311817273,flexibility,Beginner
19,110.27710624283304,153.3609842377064,46.88733913886073,endurance,Beginner
39,65.79903794725831,169.90898071467058,22.792232933771988,flexibility,Advanced
21,53.20516392991448,175.79107355453462,17.21710582508655,flexibility,Intermediate
28,59.7386990746286,166.86031371212118,21.45604390772331,flexibility,Advanced
23,54.94756505745449,158.60580687229344,21.84289934985781,endurance,Intermediate
38,80.34811412663196,196.25860452744743,20.860190718106274,flexibility,Advanced
23,53.01949667023107,187.90018630470462,15.016930787264666,weight_loss,Beginner
56,52.820558579963745,182.43434715743305,15.870469537041323,weight_loss,Beginner
30,110.24421884305346,187.3232991302334,31.41754375722102,weight_loss,Beginner
55,101.84138233996606,169.82511694913075,35.31184755204244,flexibility,Beginner
58,85.26200105383339,171.5582647033903,28.968915143016357,muscle_gain,Beginner
31,85.04496385463713,162.20549016281655,32.323434604111554,weight_loss,Beginner
45,79.15055378595748,166.1272869980622,28.679528845203258,weight_loss,Beginner
48,67.91057694923452,183.49291076255946,20.16967220563433,muscle_gain,Intermediate
33,58.961599140328154,172.54233850614395,19.80513897088132,weight_loss,Advanced
47,66.42780058823381,150.1672118834591,29.457754500677428,muscle_gain,Beginner
49,87.59488524249,157.52313859446056,35.30124605055844,flexibility,Beginner
24,100.5467588679876,167.43108219913645,35.86707054570324,weight_loss,Beginner
41,113.97510149477063,187.08448516043728,32.563752208633176,flexibility,Beginner
47,56.43786707510088,197.3334962519524,14.493356377943634,flexibility,Advanced
50,61.10984607032435,165.6969825188214,22.257787435249643,muscle_gain,Beginner
38,107.63134123769419,195.63311014405573,28.12250700162814,endurance,Advanced
51,77.6585659779588,168.30674821931908,27.414877409613613,endurance,Beginner
31,100.1981664215944,189.3127084051149,27.957622512135202,endurance,Advanced
48,68.14459437694526,193.79973981645065,18.143665538426802,flexibility,Intermediate
63,98.7919550991605,186.36084873171956,28.44541150813483,endurance,Beginner
37,83.74791812340965,199.51711201109225,21.0384490302072,flexibility,Advanced
56,50.21359635110365,187.17388392831737,14.332792802878183,weight_loss,Beginner
34,80.2295761998223,176.9593641133272,25.62048814437782,weight_loss,Beginner
65,118.55284084443088,198.1282000958013,30.20086464655861,flexibility,Beginner
59,94.6740603850215,185.9032191588299,27.394109230490365,endurance,Beginner
65,52.09335825019361,195.61487618077226,13.61377590418093,flexibility,Beginner
63,118.52152572568443,164.1928744047535,43.96313172167128,muscle_gain,Beginner
49,61.997860434078355,171.55772916259525,21.06474101904813,endurance,Advanced
42,91.52619780145486,158.37417136448684,36.4902391768599,muscle_gain,Beginner
59,52.36849832868608,193.77729070648616,13.946472075131107,muscle_gain,Beginner
38,111.95549538643527,164.85015543742801,41.19710458577847,flexibility,Beginner
51,101.34104301154477,169.31284540020124,35.35131335148503,muscle_gain,Beginner
